user_id,R,F,M,recency,freq,monetary,segment
104917,3,3,4,34,7,2075.13,潜力客户
104918,3,5,4,43,11,2492.5,潜力客户
104919,4,2,4,19,5,1882.65,潜力客户
104920,5,4,4,3,9,2452.1800000000003,高价值
104921,3,3,2,32,7,1253.16,成长客户
104922,4,5,5,13,13,3405.86,高价值
104924,3,3,3,45,6,1711.27,成长客户
104925,1,1,2,293,2,757.96,流失
104927,4,1,2,19,3,810.36,一般
104928,2,2,2,94,5,1149.51,预流失
104929,5,4,5,2,8,3314.2,高价值
104930,1,1,1,215,1,118.96,流失
104931,4,4,4,15,10,1912.31,高价值
104932,3,3,1,30,6,633.53,成长客户
104934,4,5,5,23,16,3668.52,高价值
104935,1,1,1,192,1,211.54,流失
104936,2,3,3,77,6,1833.67,成长客户
104937,2,4,3,62,8,1743.17,成长客户
104938,1,1,2,215,3,1078.39,流失
104939,2,4,4,57,10,2067.34,成长客户
104940,1,3,4,146,6,2586.49,成长客户
104941,4,4,3,23,9,1680.68,保持关系
104942,3,5,5,43,15,3411.2,潜力客户
104943,3,3,3,36,7,1481.8400000000001,成长客户
104944,3,4,5,33,10,3713.43,潜力客户
104945,5,2,1,7,4,540.4000000000001,一般
104946,4,3,2,17,6,1241.42,保持关系
104947,5,5,4,1,12,2321.57,高价值
104948,2,1,1,65,2,191.57,预流失
104949,3,4,4,39,8,2203.85,潜力客户
104950,4,4,2,16,9,1237.12,保持关系
104951,2,4,3,65,8,1662.8999999999999,成长客户
104952,4,1,1,16,2,484.47,一般
104953,2,2,2,55,4,961.73,预流失
104954,3,5,4,42,11,2449.36,潜力客户
104956,4,3,4,19,7,2704.5,保持关系
104957,2,3,4,56,6,2249.29,成长客户
104958,5,3,2,3,7,1106.01,保持关系
104959,4,4,3,26,9,1349.6,保持关系
104960,5,1,3,11,3,1429.69,成长客户
104962,5,1,1,11,1,140.92,一般
104963,4,2,2,23,5,1240.57,一般
104964,2,3,2,78,6,961.09,成长客户
104965,1,1,1,146,1,175.08,流失
104966,2,2,1,81,4,403.77,预流失
104967,5,5,4,5,14,1970.8,高价值
104968,1,1,1,143,3,311.36,流失
104969,5,5,5,12,15,3136.4300000000003,高价值
104970,5,4,3,6,8,1748.29,保持关系
104971,5,3,2,11,6,1020.38,保持关系
104972,3,2,3,37,4,1714.85,成长客户
104973,1,3,3,166,7,1521.4399999999998,成长客户
104974,1,1,2,157,2,710.2,流失
104975,5,5,4,11,12,2298.93,高价值
104976,1,1,1,296,2,260.15,流失
104977,4,5,5,20,12,3932.2999999999997,高价值
104978,1,2,2,134,4,985.36,流失
104979,5,4,4,9,8,1917.51,高价值
104980,4,4,5,22,10,3423.95,高价值
104981,1,1,1,169,2,221.79999999999998,流失
104982,3,2,3,51,5,1391.43,成长客户
104983,1,1,1,252,3,378.15,流失
104984,3,4,4,40,9,2054.35,潜力客户
104985,5,1,1,3,3,472.21999999999997,一般
104986,2,4,3,67,8,1664.22,成长客户
104987,3,5,5,33,14,4460.87,潜力客户
104990,4,5,5,18,14,4062.68,高价值
104992,3,5,4,34,11,2434.3,潜力客户
104993,1,1,1,204,1,218.86,流失
104994,3,4,3,46,10,1291.3899999999999,成长客户
104995,1,1,1,106,1,121.18,流失
104996,4,4,5,20,9,3406.72,高价值
104997,1,1,1,146,3,365.83,流失
104998,5,5,3,11,15,1654.91,保持关系
104999,5,4,2,10,9,1110.25,保持关系
105000,2,1,1,86,2,170.89,预流失
105001,1,3,2,136,6,909.71,成长客户
105002,1,2,2,118,5,1248.72,流失
105003,1,1,2,160,2,886.66,流失
105004,1,1,2,107,3,835.87,流失
105005,2,1,1,81,3,364.02,预流失
105007,5,2,2,9,5,1005.63,一般
105008,1,1,2,140,2,1244.82,流失
105009,2,4,3,79,8,1334.79,成长客户
105010,1,2,3,108,5,1835.6100000000001,成长客户
105011,4,3,2,24,6,996.3199999999999,保持关系
105012,3,2,3,31,5,1688.66,成长客户
105013,4,1,3,15,3,1745.09,成长客户
105014,1,2,2,233,5,747.1999999999999,流失
105015,3,3,2,49,6,671.41,成长客户
105016,5,5,4,4,13,1992.63,高价值
105017,3,3,3,44,6,1675.33,成长客户
105018,3,4,5,31,9,3521.82,潜力客户
105019,5,5,5,1,16,2972.34,高价值
105020,1,1,1,204,1,397.92,流失
105021,2,4,5,63,9,3276.41,成长客户
105022,5,5,5,2,15,2721.1800000000003,高价值
105023,1,1,1,222,1,170.92,流失
105026,4,3,2,20,7,1046.6,保持关系
105027,2,3,4,82,6,1895.6799999999998,成长客户
105028,2,5,5,79,12,3554.18,成长客户
105029,2,3,3,53,7,1358.36,成长客户
105030,4,3,3,17,6,1833.2700000000002,保持关系
105032,4,3,4,24,7,2175.55,保持关系
105033,5,5,5,5,13,3983.57,高价值
105034,4,4,4,21,9,2498.7200000000003,高价值
105035,4,3,3,23,7,1302.6000000000001,保持关系
105036,2,4,5,99,9,3410.26,成长客户
105037,2,4,4,89,10,2191.35,成长客户
105038,5,5,5,3,12,3001.0099999999998,高价值
105039,5,4,5,12,8,2920.81,高价值
105040,2,1,1,89,3,577.05,预流失
105041,1,1,1,136,1,188.89,流失
105042,5,5,5,11,16,3108.58,高价值
105043,3,5,5,42,11,3573.01,潜力客户
105044,1,3,3,116,6,1421.04,成长客户
105045,5,5,3,9,11,1708.19,保持关系
105046,5,5,5,2,11,2851.4100000000003,高价值
105047,4,3,4,18,7,2462.42,保持关系
105048,2,2,1,70,4,563.39,预流失
105049,4,4,4,14,10,2163.65,高价值
105050,1,1,1,185,2,65.62,流失
105051,5,4,4,5,9,2038.1499999999999,高价值
105052,5,1,1,7,2,168.76,一般
105053,3,1,1,52,3,511.64,一般
105054,4,5,5,17,13,3785.86,高价值
105055,4,5,5,25,15,4665.2300000000005,高价值
105056,5,3,2,3,7,669.36,保持关系
105057,4,5,5,23,17,4172.23,高价值
105058,4,4,4,22,9,2472.12,高价值
105059,2,4,4,68,8,2078.0,成长客户
105060,3,4,5,48,8,2895.31,潜力客户
105061,2,1,1,55,2,603.16,预流失
105062,1,1,3,177,2,1855.47,成长客户
105063,2,3,3,85,7,1824.57,成长客户
105064,2,1,1,80,2,183.41,预流失
105065,1,1,1,326,1,129.45,流失
105066,1,2,3,107,5,1851.44,成长客户
105067,3,3,2,38,6,965.73,成长客户
105068,4,1,3,22,2,1374.75,成长客户
105069,4,5,5,14,13,3005.84,高价值
105070,3,2,3,36,5,1316.6399999999999,成长客户
105071,2,1,1,76,1,584.21,预流失
105072,4,5,4,25,11,2464.5,高价值
105073,5,3,2,7,6,760.02,保持关系
105074,5,2,2,1,5,1073.32,一般
105075,1,1,2,110,1,797.6,流失
105076,2,3,4,91,7,2431.07,成长客户
105077,1,3,3,103,7,1564.1399999999999,成长客户
105078,2,4,5,67,8,3423.46,成长客户
105079,3,5,3,29,11,1337.61,成长客户
105080,5,2,3,12,5,1693.72,成长客户
105081,5,5,5,9,11,3753.73,高价值
105082,4,5,5,21,14,3583.38,高价值
105083,5,3,4,3,7,2288.7200000000003,保持关系
105084,5,5,5,11,13,3777.38,高价值
105085,1,1,1,147,2,143.26,流失
105086,5,3,2,11,7,1133.33,保持关系
105087,3,5,3,37,12,1480.97,成长客户
105088,4,1,1,20,3,524.3100000000001,一般
105089,5,4,4,6,10,2300.92,高价值
105090,1,2,3,136,5,1470.8999999999999,成长客户
105091,1,1,1,209,1,74.35,流失
105092,5,5,4,6,12,2341.57,高价值
105093,3,4,5,46,8,3355.5299999999997,潜力客户
105094,2,3,3,99,6,1581.15,成长客户
105095,5,4,5,9,9,2768.39,高价值
105096,3,2,1,37,4,409.64,一般
105097,3,1,2,30,3,720.2099999999999,一般
105098,4,5,5,14,17,5510.09,高价值
105099,2,4,2,68,9,1175.68,成长客户
105100,1,4,3,109,8,1409.39,成长客户
105101,4,4,3,15,9,1643.76,保持关系
105102,3,3,2,50,7,857.42,成长客户
105103,2,4,2,60,9,987.2800000000001,成长客户
105105,2,4,3,72,9,1797.68,成长客户
105106,4,4,5,18,10,2890.6,高价值
105107,4,5,5,19,12,2965.65,高价值
105109,3,5,5,34,14,3269.26,潜力客户
105110,2,5,3,80,11,1683.93,成长客户
105111,3,5,3,50,11,1679.91,成长客户
105112,3,3,3,44,7,1302.12,成长客户
105114,4,5,2,19,13,1211.97,保持关系
105115,5,2,3,1,5,1522.42,成长客户
105116,2,3,3,68,6,1537.45,成长客户
105117,1,1,1,156,3,568.22,流失
105118,4,1,2,15,2,991.54,一般
105119,3,4,4,42,8,2601.95,潜力客户
105120,3,5,5,41,11,3690.43,潜力客户
105121,3,2,1,50,5,361.6,一般
105122,2,3,3,89,7,1862.3,成长客户
105123,4,4,5,22,9,2819.15,高价值
105124,3,1,1,51,2,269.96,一般
105125,1,3,1,132,6,603.9200000000001,成长客户
105126,2,4,5,55,10,2773.88,成长客户
105127,1,1,2,137,3,757.09,流失
105128,1,3,2,125,6,1090.91,成长客户
105129,1,1,1,105,1,290.81,流失
105130,4,4,2,14,9,1108.3,保持关系
105131,1,1,1,182,1,69.66,流失
105132,2,4,3,76,9,1666.33,成长客户
105133,2,4,3,61,10,1846.21,成长客户
105134,4,5,5,27,14,2984.5,高价值
105135,2,4,4,82,8,2324.04,成长客户
105136,4,4,4,22,8,2070.2599999999998,高价值
105137,2,5,4,54,14,2282.49,成长客户
105138,2,3,2,82,7,801.21,成长客户
105139,4,4,5,15,10,3021.2400000000002,高价值
105140,5,4,4,3,8,2158.9700000000003,高价值
105141,4,4,4,25,10,2423.41,高价值
105142,3,1,1,38,1,63.17,一般
105143,3,4,3,31,9,1860.18,成长客户
105144,5,4,3,2,10,1311.05,保持关系
105145,4,2,4,26,5,2332.72,潜力客户
105146,2,4,5,77,9,2741.63,成长客户
105147,2,4,3,65,9,1661.1599999999999,成长客户
105148,2,2,4,85,5,2185.27,成长客户
105149,1,1,1,224,1,65.13,流失
105150,1,3,4,104,6,1962.1399999999999,成长客户
105151,3,4,4,37,8,2291.8,潜力客户
105152,5,4,5,2,10,3525.64,高价值
105153,4,2,3,14,5,1577.4099999999999,成长客户
105154,5,4,4,10,10,1949.8,高价值
105155,2,1,2,98,3,828.44,预流失
105156,3,4,3,33,10,1417.19,成长客户
105157,1,1,2,216,1,805.55,流失
105158,1,1,1,203,2,413.36,流失
105159,1,1,1,327,1,111.04,流失
105160,3,5,5,32,15,4454.12,潜力客户
105161,4,4,3,16,9,1837.81,保持关系
105162,3,2,3,35,5,1520.78,成长客户
105163,4,5,4,24,14,2653.63,高价值
105164,3,3,2,45,6,1139.79,成长客户
105165,3,5,5,41,13,3127.79,潜力客户
105166,2,4,4,79,9,2267.13,成长客户
105167,3,2,2,47,4,1249.3600000000001,一般
105168,3,2,3,40,5,1586.24,成长客户
105169,4,5,3,15,11,1597.85,保持关系
105170,2,2,4,70,4,2091.53,成长客户
105171,4,3,3,20,7,1321.78,保持关系
105172,3,1,1,32,2,187.64,一般
105173,2,1,1,75,2,245.73999999999998,预流失
105174,1,1,1,351,1,116.78,流失
105175,2,3,3,86,7,1599.46,成长客户
105176,3,3,2,36,7,1172.16,成长客户
105177,1,3,4,114,7,2182.72,成长客户
105178,2,2,4,67,5,2468.92,成长客户
105179,4,3,5,15,7,3093.42,保持关系
105181,4,4,4,22,10,2042.91,高价值
105182,3,4,4,41,10,2208.18,潜力客户
105183,1,1,3,167,3,1329.17,成长客户
105184,3,3,3,33,7,1781.52,成长客户
105185,4,5,5,15,11,3032.41,高价值
105186,4,5,4,25,13,2171.1,高价值
105187,3,4,3,37,8,1539.55,成长客户
105188,4,5,5,27,14,2764.98,高价值
105189,1,1,1,207,2,240.48,流失
105190,5,3,3,3,7,1337.85,保持关系
105191,1,2,4,151,4,2276.9700000000003,成长客户
105192,5,4,5,5,9,3094.54,高价值
105193,5,2,3,9,5,1543.58,成长客户
105194,2,1,1,88,2,106.94999999999999,预流失
105195,5,2,2,5,5,1199.34,一般
105196,2,4,2,56,10,1045.79,成长客户
105197,5,4,3,12,9,1718.02,保持关系
105198,1,2,1,226,4,611.14,流失
105200,2,2,2,56,4,670.7700000000001,预流失
105201,2,2,1,59,4,634.91,预流失
105202,4,5,5,26,19,4176.3,高价值
105203,3,2,3,47,4,1684.48,成长客户
105204,4,3,3,22,7,1752.96,保持关系
105205,1,2,3,120,4,1330.31,成长客户
105206,5,1,3,8,2,1295.57,成长客户
105207,3,2,2,41,4,729.36,一般
105208,5,5,5,1,15,4539.95,高价值
105209,1,2,1,194,5,599.67,流失
105210,3,3,5,45,7,2720.92,潜力客户
105211,4,1,1,21,2,581.17,一般
105212,5,3,2,9,6,1087.1100000000001,保持关系
105213,4,3,5,13,7,3125.28,保持关系
105214,5,5,4,12,12,1922.03,高价值
105215,2,2,2,81,4,1241.49,预流失
105217,1,3,4,206,6,2140.99,成长客户
105218,2,3,2,73,6,764.91,成长客户
105219,1,5,5,111,11,2774.4100000000003,成长客户
105220,3,3,2,36,7,913.82,成长客户
105221,5,5,5,9,13,4243.66,高价值
105222,3,3,3,41,6,1708.46,成长客户
105223,2,1,1,88,2,194.77,预流失
105224,1,1,2,234,3,742.49,流失
105225,3,4,4,46,8,1998.33,潜力客户
105226,1,2,3,125,4,1296.71,成长客户
105227,1,2,1,166,5,456.46,流失
105228,3,2,1,32,4,379.01,一般
105229,5,5,5,3,13,2832.48,高价值
105230,5,5,5,12,13,2827.45,高价值
105231,4,4,4,27,9,2399.98,高价值
105232,1,4,3,206,8,1816.9299999999998,成长客户
105233,2,3,3,95,6,1424.41,成长客户
105234,2,4,2,56,8,929.04,成长客户
105235,5,5,4,8,11,2272.34,高价值
105236,1,1,1,121,3,572.34,流失
105237,5,1,1,12,3,396.87,一般
105238,3,2,3,33,5,1308.98,成长客户
105239,4,5,5,15,14,5672.85,高价值
105240,1,4,4,125,9,2244.56,成长客户
105242,5,2,2,4,5,1152.5900000000001,一般
105243,2,2,2,91,5,880.24,预流失
105244,5,3,4,7,6,2646.2200000000003,保持关系
105245,4,2,1,17,5,525.14,一般
105246,3,1,1,42,1,426.56,一般
105247,1,2,2,223,4,867.77,流失
105248,1,2,4,110,4,2360.0,成长客户
105249,1,1,3,157,3,1522.71,成长客户
105250,3,4,2,30,9,1088.94,成长客户
105251,3,3,4,31,7,2661.7,潜力客户
105252,1,1,1,341,1,72.42,流失
105254,3,1,1,39,3,454.90999999999997,一般
105255,3,4,4,32,9,2578.7,潜力客户
105257,5,4,4,6,8,2063.2,高价值
105258,4,5,4,27,14,2574.14,高价值
105259,3,2,3,43,5,1339.77,成长客户
105260,1,1,1,282,1,512.37,流失
105261,2,1,1,58,3,573.02,预流失
105262,4,4,3,28,9,1693.13,保持关系
105264,5,5,5,11,14,2823.48,高价值
105265,5,2,4,4,5,2275.9900000000002,潜力客户
105266,4,4,4,24,8,1911.53,高价值
105267,5,4,4,11,10,2161.89,高价值
105268,3,2,3,49,4,1374.3400000000001,成长客户
105269,3,5,4,36,11,2551.9900000000002,潜力客户
105270,5,5,4,1,11,2085.96,高价值
105271,5,5,5,9,11,3322.89,高价值
105272,5,1,1,7,2,340.96,一般
105273,3,1,1,34,2,193.44,一般
105274,3,1,1,34,2,289.95,一般
105275,1,1,2,347,1,891.0,流失
105276,5,5,5,11,17,4136.7,高价值
105277,3,3,4,41,7,1921.19,潜力客户
105278,4,3,4,20,7,2227.38,保持关系
105279,2,3,3,73,7,1639.83,成长客户
105280,4,3,4,22,7,2089.13,保持关系
105281,5,3,2,11,7,1161.78,保持关系
105282,5,3,3,1,6,1824.49,保持关系
105283,3,4,4,48,9,2067.03,潜力客户
105284,4,3,1,26,6,549.51,保持关系
105285,5,4,4,9,9,1886.56,高价值
105286,2,1,1,60,2,474.20000000000005,预流失
105287,5,3,2,11,7,959.73,保持关系
105288,2,1,1,92,2,206.4,预流失
105290,3,3,3,49,6,1546.6999999999998,成长客户
105292,3,1,1,37,3,544.59,一般
105293,1,1,1,217,2,409.15,流失
105294,2,4,2,56,8,1078.13,成长客户
105295,3,4,5,50,8,2990.69,潜力客户
105296,1,1,3,242,3,1494.63,成长客户
105297,3,3,3,31,6,1854.3899999999999,成长客户
105299,3,1,1,51,3,579.73,一般
105300,3,3,2,47,7,1181.06,成长客户
105301,1,1,1,237,3,413.52,流失
105302,5,2,2,6,4,1251.13,一般
105304,2,2,2,82,5,1111.28,预流失
105305,1,1,1,217,3,347.48,流失
105306,5,2,1,1,4,544.89,一般
105307,5,4,2,9,8,1220.64,保持关系
105309,1,1,1,179,1,129.92,流失
105310,5,5,4,6,12,2071.25,高价值
105311,3,3,2,32,6,717.3199999999999,成长客户
105312,1,1,1,210,3,159.48,流失
105313,2,2,3,90,4,1511.17,成长客户
105314,5,1,3,7,3,1592.71,成长客户
105315,5,4,5,3,10,3368.18,高价值
105316,4,4,5,15,10,3490.55,高价值
105317,2,2,1,61,5,585.4399999999999,预流失
105319,4,2,1,16,5,583.5,一般
105320,1,3,3,148,6,1665.44,成长客户
105321,4,5,5,20,18,7092.66,高价值
105322,1,1,2,155,2,1097.78,流失
105323,1,3,2,187,6,921.07,成长客户
105324,4,5,3,26,11,1417.68,保持关系
105325,5,5,5,2,14,4311.05,高价值
105326,4,2,3,19,5,1300.31,成长客户
105327,3,4,5,35,9,4158.91,潜力客户
105328,5,5,5,6,11,3729.36,高价值
105329,2,1,1,61,1,102.31,预流失
105331,2,4,3,59,8,1305.08,成长客户
105332,4,3,3,26,7,1502.36,保持关系
105333,3,5,4,42,11,2263.43,潜力客户
105334,4,5,5,19,13,4953.1900000000005,高价值
105335,3,3,2,37,6,705.51,成长客户
105337,5,2,2,1,5,1190.82,一般
105338,1,1,1,145,1,613.16,流失
105339,1,5,5,105,14,3683.85,成长客户
105340,5,4,3,1,8,1581.1599999999999,保持关系
105341,3,2,2,46,4,943.03,一般
105342,4,5,5,13,12,3695.5,高价值
105344,3,4,4,50,8,1932.2800000000002,潜力客户
105345,5,4,3,10,8,1345.92,保持关系
105346,1,1,1,184,2,156.03,流失
105347,2,2,3,84,5,1439.26,成长客户
105348,5,2,5,11,4,3125.6,潜力客户
105349,3,3,4,32,7,2453.9700000000003,潜力客户
105350,3,5,5,39,13,3040.9,潜力客户
105351,4,5,5,22,12,5751.2,高价值
105352,2,4,4,78,8,2091.62,成长客户
105353,1,2,3,110,5,1302.96,成长客户
105354,4,4,5,27,10,3023.69,高价值
105355,4,2,3,21,4,1302.56,成长客户
105356,3,2,3,35,4,1392.8600000000001,成长客户
105358,1,2,3,109,5,1732.4299999999998,成长客户
105359,2,3,2,66,7,973.8799999999999,成长客户
105360,1,3,3,114,6,1515.33,成长客户
105362,5,4,4,3,10,2150.38,高价值
105363,2,2,3,71,4,1368.16,成长客户
105364,2,5,5,76,14,3396.15,成长客户
105365,1,2,2,240,4,1177.3600000000001,流失
105366,5,4,5,8,9,2900.23,高价值
105367,5,4,4,3,9,2149.21,高价值
105368,2,1,1,66,2,546.44,预流失
105369,1,2,3,107,4,1681.93,成长客户
105370,1,1,1,100,3,213.18,流失
105371,4,2,2,15,5,1145.51,一般
105372,1,2,3,263,4,1651.45,成长客户
105373,1,4,5,106,8,3214.8,成长客户
105374,2,4,4,53,8,2333.48,成长客户
105375,3,5,4,33,11,2400.85,潜力客户
105377,2,1,2,91,3,1180.88,预流失
105378,1,4,4,109,8,2049.43,成长客户
105379,1,1,1,174,2,191.73999999999998,流失
105380,1,1,3,209,2,1756.88,成长客户
105381,1,1,1,174,3,571.81,流失
105382,2,4,2,86,9,1063.25,成长客户
105383,1,1,1,145,2,88.6,流失
105384,1,3,5,134,7,2759.13,成长客户
105385,4,4,4,15,9,2369.2,高价值
105386,1,4,3,145,8,1609.97,成长客户
105387,2,3,5,69,7,3464.75,成长客户
105388,1,3,2,128,6,1174.32,成长客户
105389,2,1,1,94,2,182.63,预流失
105390,5,5,4,8,11,2312.4700000000003,高价值
105391,5,4,4,1,9,2505.59,高价值
105392,3,4,5,48,10,3210.16,潜力客户
105393,4,4,4,14,9,2561.23,高价值
105394,2,1,2,68,3,810.25,预流失
105395,1,1,1,118,2,301.44,流失
105396,2,4,3,70,8,1687.46,成长客户
105397,2,4,4,71,10,2677.2,成长客户
105398,4,3,3,22,6,1367.6200000000001,保持关系
105399,4,1,1,25,2,106.67,一般
105400,5,3,2,12,6,1215.56,保持关系
105401,2,1,1,64,2,130.25,预流失
105402,4,2,2,16,4,1027.97,一般
105403,3,4,4,30,10,2200.24,潜力客户
105404,4,4,5,27,9,2914.5,高价值
105405,4,4,5,21,8,2844.66,高价值
105406,4,5,5,16,12,3159.06,高价值
105407,1,2,2,211,5,1215.1499999999999,流失
105408,2,4,4,87,9,2065.62,成长客户
105409,2,1,1,62,3,208.78,预流失
105410,5,2,2,9,4,1215.67,一般
105411,4,5,5,13,16,5648.42,高价值
105412,3,4,3,47,8,1356.52,成长客户
105413,4,4,4,15,8,1939.18,高价值
105414,1,3,4,210,6,2277.05,成长客户
105415,1,1,1,261,3,345.94,流失
105416,4,3,4,14,7,2240.92,保持关系
105418,5,5,3,5,12,1732.57,保持关系
105419,1,1,1,161,3,395.05,流失
105420,2,2,2,66,5,1038.8,预流失
105422,5,4,5,1,10,2760.9,高价值
105424,4,4,4,25,8,2690.58,高价值
105425,4,1,1,16,3,221.65,一般
105427,2,3,3,63,7,1262.38,成长客户
105428,4,5,4,22,14,2579.82,高价值
105429,5,2,3,9,5,1593.04,成长客户
105430,2,4,5,70,8,3709.0499999999997,成长客户
105432,5,5,5,5,13,4267.06,高价值
105433,5,5,4,9,11,2117.62,高价值
105434,5,5,3,2,12,1343.01,保持关系
105435,4,4,3,13,9,1820.11,保持关系
105436,2,3,5,65,7,3622.46,成长客户
105437,4,5,3,16,11,1439.06,保持关系
105438,5,2,3,5,4,1430.06,成长客户
105439,2,2,3,59,4,1314.87,成长客户
105440,3,4,3,47,8,1390.04,成长客户
105441,1,3,3,114,6,1542.14,成长客户
105442,3,3,4,41,7,2044.42,潜力客户
105443,2,4,4,80,8,1921.3899999999999,成长客户
105444,5,5,5,2,13,4613.12,高价值
105445,1,2,2,121,5,1144.56,流失
105446,3,2,2,36,4,812.97,一般
105447,1,2,4,100,5,1952.99,成长客户
105448,1,1,1,227,2,258.15,流失
105449,5,1,3,10,3,1499.6,成长客户
105450,4,2,1,16,4,596.25,一般
105451,2,1,1,59,2,329.43,预流失
105452,5,5,5,11,13,2987.56,高价值
105453,4,5,5,20,14,3094.2799999999997,高价值
105454,2,5,5,91,11,2815.12,成长客户
105455,1,2,4,143,5,2060.04,成长客户
105456,1,2,4,121,5,2021.71,成长客户
105457,4,5,5,16,11,3351.98,高价值
105460,1,1,2,116,3,821.8299999999999,流失
105461,1,1,1,160,2,361.9,流失
105462,4,3,3,20,7,1716.23,保持关系
105463,1,1,2,191,3,916.1099999999999,流失
105464,1,3,4,148,7,1996.02,成长客户
105465,1,3,3,141,7,1823.96,成长客户
105466,1,1,1,123,3,640.2,流失
105467,5,3,2,8,7,1115.77,保持关系
105468,4,5,5,22,12,3140.7400000000002,高价值
105469,5,4,4,6,9,2059.7999999999997,高价值
105470,2,1,1,88,1,108.66,预流失
105471,1,1,2,354,1,817.03,流失
105472,5,4,5,6,9,3636.07,高价值
105473,3,3,5,40,7,2877.24,潜力客户
105474,4,4,4,15,8,2562.92,高价值
105476,2,3,2,87,6,761.16,成长客户
105478,1,4,3,110,9,1559.86,成长客户
105479,5,3,2,3,7,777.34,保持关系
105480,1,1,1,262,1,179.11,流失
105481,2,4,4,59,8,2215.78,成长客户
105482,4,4,5,15,10,3330.26,高价值
105483,3,4,3,33,10,1711.14,成长客户
105484,4,4,3,15,10,1473.16,保持关系
105485,1,4,3,107,8,1368.55,成长客户
105487,1,1,1,228,2,112.1,流失
105488,1,1,1,278,3,380.14,流失
105489,5,5,5,5,14,3496.9,高价值
105490,2,4,4,70,9,2198.69,成长客户
105491,5,3,2,6,6,666.58,保持关系
105492,5,1,1,8,1,583.13,一般
105493,3,2,3,35,5,1478.87,成长客户
105494,5,3,3,2,6,1686.8999999999999,保持关系
105495,4,5,5,19,13,4093.21,高价值
105496,1,2,2,146,5,929.62,流失
105497,3,4,5,29,9,2725.5099999999998,潜力客户
105498,2,4,3,60,10,1828.8400000000001,成长客户
105499,4,5,5,23,13,3032.38,高价值
105500,4,3,4,14,7,1940.9499999999998,保持关系
105501,2,5,5,64,11,5521.81,成长客户
105502,5,5,4,7,13,2700.35,高价值
105503,3,5,5,52,11,3547.0699999999997,潜力客户
105504,2,4,4,59,9,2547.91,成长客户
105505,5,5,5,2,13,4011.19,高价值
105506,1,3,4,127,7,2086.77,成长客户
105507,4,1,2,26,3,1115.93,一般
105508,3,1,2,45,2,795.5,一般
105509,1,1,1,339,1,184.83,流失
105510,2,2,2,73,4,968.47,预流失
105511,4,3,2,15,7,783.8299999999999,保持关系
105512,5,3,2,1,7,1157.3799999999999,保持关系
105513,2,4,4,53,8,2648.67,成长客户
105514,1,4,3,145,8,1669.4,成长客户
105515,2,4,5,77,10,2882.6,成长客户
105516,2,4,4,82,10,2458.96,成长客户
105517,1,1,1,112,1,132.8,流失
105518,4,4,3,19,8,1514.25,保持关系
105519,2,5,5,64,13,2807.02,成长客户
105520,2,4,2,55,8,1074.93,成长客户
105521,4,4,4,18,10,2632.08,高价值
105522,2,5,5,62,13,3208.09,成长客户
105523,3,3,2,39,7,859.09,成长客户
105524,3,5,3,31,12,1823.07,成长客户
105525,5,2,3,8,4,1537.79,成长客户
105526,3,4,4,51,10,2461.8,潜力客户
105527,1,1,3,111,3,1501.64,成长客户
105530,1,2,1,208,5,453.76,流失
105531,4,4,5,19,10,2986.06,高价值
105532,5,1,1,5,3,595.5,一般
105533,5,3,3,6,6,1721.3000000000002,保持关系
105534,2,3,3,55,6,1666.4,成长客户
105535,2,3,2,82,7,1022.14,成长客户
105537,1,1,1,118,1,234.68,流失
105538,1,1,1,282,2,416.93,流失
105539,2,3,3,69,6,1420.5,成长客户
105540,5,2,2,6,4,792.77,一般
105542,3,3,3,46,7,1777.72,成长客户
105543,3,3,3,32,6,1573.6299999999999,成长客户
105544,3,2,4,31,5,2032.55,潜力客户
105545,2,2,1,89,5,577.0799999999999,预流失
105546,4,3,3,16,7,1640.07,保持关系
105547,2,4,3,86,8,1484.8,成长客户
105548,3,5,4,49,12,2197.86,潜力客户
105549,5,2,1,12,5,294.3,一般
105550,2,5,5,90,12,3601.4500000000003,成长客户
105551,2,3,2,57,6,965.82,成长客户
105552,3,1,3,52,3,1618.78,成长客户
105553,1,1,1,260,2,243.39999999999998,流失
105554,4,5,3,16,12,1376.6299999999999,保持关系
105555,2,2,2,63,5,1175.6799999999998,预流失
105556,4,1,1,13,2,390.09000000000003,一般
105557,1,1,1,277,1,99.9,流失
105558,3,3,4,29,6,2616.4900000000002,潜力客户
105560,4,4,3,17,8,1814.02,保持关系
105561,1,2,1,121,4,589.66,流失
105562,3,4,4,35,8,2590.74,潜力客户
105563,4,5,5,24,14,3318.17,高价值
105564,5,5,5,11,13,3014.09,高价值
105565,5,2,1,11,4,592.79,一般
105566,3,4,3,29,9,1299.55,成长客户
105567,5,5,5,1,13,4337.51,高价值
105568,3,4,3,35,8,1432.24,成长客户
105570,3,4,4,47,10,1972.8700000000001,潜力客户
105571,2,4,3,64,8,1312.3400000000001,成长客户
105572,5,5,5,1,14,3673.2799999999997,高价值
105573,2,3,3,68,6,1355.3899999999999,成长客户
105574,1,1,1,339,2,192.4,流失
105575,3,4,3,31,8,1364.78,成长客户
105577,5,5,3,10,11,1829.18,保持关系
105578,1,1,2,226,3,1232.58,流失
105579,2,1,1,87,1,104.37,预流失
105580,1,1,2,297,2,954.75,流失
105581,5,1,2,9,3,853.25,一般
105582,3,3,4,35,6,2115.2200000000003,潜力客户
