user_id,region_home,signup_dt
102988,华东,2025-06-16
102989,西南,2024-11-28
102990,华北,2025-01-17
102991,华北,2024-12-19
102992,华东,2025-03-03
102993,华南,2024-08-25
102994,西南,2025-02-18
102995,华南,2024-04-05
102996,华北,2024-06-13
102997,西南,2025-06-10
102998,华北,2025-01-11
102999,华南,2025-05-02
103000,华北,2024-12-19
103001,华东,2025-03-29
103002,华北,2024-11-23
103003,华东,2024-05-22
103004,华东,2024-06-21
103005,西南,2024-11-29
103006,华东,2024-06-11
103007,华南,2025-04-04
103008,华北,2025-02-03
103009,华南,2024-03-20
103010,华南,2025-01-11
103011,东北,2025-01-18
103012,西北,2024-08-27
103013,西南,2024-06-20
103014,华东,2025-06-04
103015,华北,2025-05-10
103016,西北,2024-07-27
103017,西北,2024-11-20
103018,华南,2024-05-20
103019,华东,2024-09-16
103020,华南,2025-05-04
103021,华南,2025-01-13
103022,西南,2024-11-22
103023,华南,2024-09-10
103024,华南,2024-09-28
103025,华南,2025-01-24
103026,华东,2024-03-14
103027,华东,2024-10-18
103028,西南,2024-11-25
103029,西北,2025-05-01
103030,东北,2024-04-16
103031,华东,2024-12-07
103032,华东,2024-05-11
103033,华东,2025-01-19
103034,西南,2024-12-12
103035,华北,2024-05-25
103036,华南,2024-11-18
103037,华东,2024-05-02
103038,华南,2024-05-22
103039,西南,2024-12-06
103040,东北,2025-04-11
103041,西北,2025-05-01
103042,华东,2024-10-15
103043,华南,2024-11-21
103044,华南,2025-04-22
103045,西南,2025-04-01
103046,华东,2025-03-19
103047,华北,2024-08-04
103048,西南,2025-04-26
103049,华北,2025-03-30
103050,华东,2024-08-13
103051,华北,2024-04-02
103052,华北,2025-02-04
103053,华东,2024-10-13
103054,华北,2024-11-27
103055,华南,2025-05-17
103056,华南,2025-05-13
103057,华北,2024-03-14
103058,华东,2024-08-16
103059,西北,2024-05-28
103060,华北,2024-08-06
103061,西北,2024-05-31
103062,华南,2025-05-09
103063,华南,2024-11-02
103064,华东,2025-06-16
103065,华东,2025-02-12
103066,西南,2024-06-02
103067,华北,2024-10-17
103068,华北,2024-10-20
103069,华南,2024-09-15
103070,华南,2024-08-16
103071,东北,2025-03-09
103072,东北,2025-06-21
103073,西北,2024-09-12
103074,华南,2024-11-07
103075,华北,2025-03-10
103076,西南,2024-02-25
103077,华东,2024-02-18
103078,华南,2024-02-21
103079,华南,2024-04-22
103080,东北,2025-01-31
103081,西南,2025-06-12
103082,华南,2025-04-11
103083,西北,2024-07-26
103084,华南,2024-04-15
103085,西北,2024-12-30
103086,东北,2024-01-10
103087,华北,2025-02-16
103088,华北,2024-05-02
103089,华东,2024-02-16
103090,华东,2025-05-22
103091,西北,2024-07-06
103092,西北,2025-05-04
103093,华南,2024-08-28
103094,华北,2025-02-25
103095,西北,2024-01-04
103096,西南,2024-08-24
103097,华北,2024-06-23
103098,华南,2025-06-08
103099,西南,2025-02-20
103100,华东,2024-11-23
103101,华南,2024-10-28
103102,西南,2025-02-27
103103,西北,2024-05-03
103104,华东,2025-04-16
103105,东北,2025-06-01
103106,华东,2025-06-23
103107,华东,2025-05-26
103108,华南,2024-04-01
103109,华东,2025-02-15
103110,华东,2024-02-18
103111,华北,2024-07-19
103112,华东,2024-06-21
103113,西南,2025-06-20
103114,西南,2024-04-18
103115,华南,2025-05-18
103116,华东,2024-03-10
103117,华东,2024-09-11
103118,华北,2024-01-31
103119,华东,2025-06-04
103120,华东,2024-04-24
103121,华北,2024-10-09
103122,西南,2024-08-31
103123,华南,2024-05-14
103124,西北,2024-07-17
103125,西北,2024-08-21
103126,华北,2024-09-11
103127,华东,2024-07-29
103128,华南,2024-10-26
103129,西北,2025-06-16
103130,华东,2024-09-07
103131,西北,2024-07-19
103132,华东,2024-03-01
103133,华南,2024-05-08
103134,华东,2025-02-23
103135,华北,2024-06-12
103136,华北,2024-06-01
103137,华南,2024-05-07
103138,华东,2024-04-26
103139,华东,2025-01-16
103140,华东,2025-02-03
103141,华北,2024-04-09
103142,华东,2025-06-10
103143,华东,2024-01-27
103144,华东,2025-03-08
103145,华南,2025-06-29
103146,华南,2025-01-26
103147,华北,2025-03-03
103148,华东,2024-03-08
103149,西南,2024-04-30
103150,华东,2024-07-05
103151,华南,2024-08-05
103152,华东,2025-04-27
103153,华南,2024-03-25
103154,华北,2024-10-01
103155,华东,2025-01-04
103156,华北,2024-05-24
103157,华南,2024-08-12
103158,西南,2024-09-16
103159,华南,2025-06-30
103160,华东,2024-09-04
103161,华南,2024-02-27
103162,华南,2024-01-10
103163,华东,2025-03-31
103164,华南,2025-02-23
103165,华南,2024-08-06
103166,西南,2025-02-08
103167,华东,2025-04-17
103168,华北,2024-12-31
103169,西北,2024-05-25
103170,西南,2024-01-05
103171,东北,2025-02-04
103172,华南,2025-04-04
103173,华北,2025-04-25
103174,西南,2025-06-11
103175,华北,2025-04-06
103176,华东,2025-01-09
103177,华南,2024-09-15
103178,西南,2025-04-18
103179,华东,2025-06-11
103180,西南,2025-01-21
103181,东北,2024-03-09
103182,华东,2025-06-15
103183,华北,2025-04-22
103184,华北,2025-06-04
103185,华东,2024-06-10
103186,东北,2024-05-31
103187,华南,2024-04-01
103188,华东,2025-04-05
103189,华北,2025-05-24
103190,华东,2025-02-01
103191,华东,2024-08-24
103192,华北,2025-04-14
103193,华南,2025-03-21
103194,华东,2025-05-07
103195,华南,2025-06-08
103196,西南,2024-09-10
103197,西北,2024-09-19
103198,西北,2024-12-19
103199,西南,2025-04-04
103200,华南,2024-10-13
103201,华北,2024-01-01
103202,华东,2025-01-27
103203,华北,2024-05-13
103204,华北,2024-01-06
103205,西南,2025-06-18
103206,华北,2024-02-25
103207,华南,2025-01-26
103208,西北,2024-05-20
103209,西北,2024-07-23
103210,华东,2025-06-24
103211,华南,2024-10-04
103212,东北,2025-03-06
103213,华东,2024-11-11
103214,东北,2024-07-19
103215,西北,2024-10-28
103216,华南,2024-08-19
103217,西南,2024-06-15
103218,华北,2025-04-30
103219,西北,2024-06-03
103220,华东,2024-06-21
103221,华南,2025-02-08
103222,华南,2024-05-31
103223,西南,2025-03-17
103224,华北,2024-01-03
103225,华南,2024-10-03
103226,华南,2024-09-06
103227,华南,2025-01-31
103228,华北,2024-04-27
103229,西南,2024-05-15
103230,华南,2025-02-28
103231,华东,2024-11-18
103232,华南,2024-10-21
103233,华南,2024-10-01
103234,华东,2024-10-29
103235,西南,2024-04-01
103236,华南,2024-12-08
103237,东北,2024-01-21
103238,华南,2024-09-20
103239,西北,2024-10-01
103240,东北,2024-12-01
103241,西南,2025-06-03
103242,西南,2025-04-25
103243,东北,2025-06-28
103244,西南,2024-08-19
103245,华东,2024-10-04
103246,华南,2025-01-23
103247,华南,2025-02-12
103248,华北,2024-08-26
103249,华东,2024-04-27
103250,西南,2025-06-16
103251,华北,2024-07-27
103252,西北,2025-02-07
103253,华东,2025-05-24
103254,西北,2024-08-03
103255,华东,2024-05-09
103256,华南,2024-01-29
103257,华南,2024-07-23
103258,东北,2024-05-03
103259,华南,2024-05-17
103260,华南,2025-03-22
103261,西北,2025-03-17
103262,西南,2025-05-10
103263,华北,2024-08-01
103264,华北,2024-07-19
103265,华北,2024-01-10
103266,华北,2025-04-28
103267,西南,2024-10-09
103268,华东,2024-05-28
103269,华北,2024-11-27
103270,西北,2024-03-25
103271,西南,2024-04-26
103272,华北,2024-12-30
103273,华东,2024-05-14
103274,西北,2025-02-22
103275,华北,2024-09-07
103276,西南,2024-07-14
103277,华东,2024-04-15
103278,华东,2024-05-03
103279,西南,2025-06-11
103280,华东,2024-09-05
103281,华东,2024-07-05
103282,华北,2025-03-13
103283,华北,2025-06-05
103284,华北,2024-01-23
103285,西北,2024-01-18
103286,华东,2024-07-27
103287,东北,2024-04-19
103288,华北,2024-07-14
103289,华北,2024-01-05
103290,西北,2025-04-30
103291,华南,2024-09-26
103292,华南,2025-04-21
103293,华南,2024-11-30
103294,西北,2025-04-03
103295,华南,2024-08-05
103296,西北,2025-01-07
103297,东北,2025-05-08
103298,西南,2025-05-07
103299,西北,2024-02-20
103300,东北,2024-07-23
103301,东北,2024-07-04
103302,西北,2024-12-18
103303,华南,2024-09-28
103304,华南,2024-04-04
103305,华东,2024-11-15
103306,西南,2024-09-18
103307,华东,2024-04-28
103308,华东,2024-08-29
103309,华南,2024-06-06
103310,华北,2025-03-08
103311,华北,2024-03-23
103312,东北,2024-05-13
103313,华东,2024-08-23
103314,华南,2024-02-15
103315,华北,2024-03-12
103316,华南,2024-12-27
103317,华南,2024-07-06
103318,华南,2025-05-16
103319,华南,2024-08-28
103320,华南,2024-02-08
103321,华南,2024-04-01
103322,西南,2025-01-13
103323,西北,2024-09-11
103324,华北,2024-05-22
103325,华南,2024-08-13
103326,西南,2024-09-13
103327,华东,2024-03-29
103328,西南,2024-12-27
103329,华东,2025-04-20
103330,华南,2024-08-07
103331,东北,2024-06-29
103332,华东,2024-01-26
103333,华北,2024-04-24
103334,西南,2024-02-24
103335,东北,2024-03-04
103336,华东,2024-12-27
103337,华东,2024-03-15
103338,华北,2025-05-06
103339,华南,2024-07-06
103340,华南,2024-01-12
103341,华南,2024-12-09
103342,西南,2024-02-26
103343,华北,2024-11-18
103344,华北,2025-05-21
103345,西南,2024-02-09
103346,华东,2024-08-11
103347,东北,2024-05-03
103348,西北,2024-03-10
103349,华南,2025-02-11
103350,西北,2024-07-01
103351,西北,2025-05-17
103352,华南,2025-04-05
103353,西北,2024-05-09
103354,华北,2024-03-25
103355,华东,2025-06-22
103356,华南,2025-01-25
103357,华南,2025-06-14
103358,华南,2024-02-03
103359,东北,2024-06-26
103360,华东,2024-05-02
103361,华北,2025-05-13
103362,东北,2024-02-27
103363,华南,2024-02-09
103364,西北,2024-03-19
103365,西北,2024-08-28
103366,华北,2025-01-13
103367,华东,2025-04-07
103368,华南,2024-08-18
103369,华东,2024-11-18
103370,西南,2024-07-22
103371,西南,2024-05-18
103372,西南,2024-07-19
103373,华东,2024-03-20
103374,华南,2024-07-14
103375,华南,2024-04-27
103376,华东,2024-04-10
103377,华东,2024-08-20
103378,西北,2025-06-09
103379,西南,2025-06-29
103380,华南,2024-07-03
103381,华东,2025-01-30
103382,华南,2025-05-19
103383,西南,2024-06-06
103384,华北,2024-04-10
103385,东北,2024-08-02
103386,华北,2025-04-22
103387,华东,2024-06-28
103388,华北,2024-01-11
103389,西北,2025-05-11
103390,华北,2025-04-26
103391,东北,2025-05-13
103392,华北,2024-02-29
103393,西北,2024-12-20
103394,西南,2024-03-21
103395,西南,2024-05-29
103396,华东,2025-02-26
103397,华南,2025-01-10
103398,华北,2024-05-12
103399,华南,2025-05-29
103400,华东,2024-08-28
103401,西北,2024-10-23
103402,华东,2024-12-26
103403,华南,2024-07-08
103404,东北,2024-06-05
103405,华东,2025-02-22
103406,华东,2024-10-15
103407,华南,2024-11-13
103408,西南,2025-03-11
103409,西南,2024-03-16
103410,华东,2024-05-24
103411,华南,2025-05-30
103412,西北,2024-02-14
103413,西南,2024-04-20
103414,华南,2025-04-07
103415,华东,2024-07-22
103416,东北,2024-08-24
103417,华南,2024-02-11
103418,西北,2025-03-22
103419,华东,2024-11-25
103420,华南,2024-06-30
103421,华北,2024-04-12
103422,华北,2025-05-12
103423,西北,2024-08-27
103424,华南,2024-01-18
103425,西南,2025-04-29
103426,西北,2024-12-08
103427,华东,2024-11-23
103428,华东,2025-04-07
103429,西南,2024-04-05
103430,华北,2024-04-01
103431,华东,2024-08-03
103432,华东,2025-01-24
103433,西北,2024-01-17
103434,华南,2024-01-24
103435,西南,2025-06-26
103436,华东,2024-03-06
103437,华南,2024-05-22
103438,华北,2024-07-29
103439,西南,2024-01-19
103440,西南,2024-05-21
103441,东北,2024-04-06
103442,东北,2024-08-21
103443,西南,2025-01-11
103444,华北,2025-01-04
103445,华南,2024-04-25
103446,西北,2024-12-14
103447,华东,2024-12-10
103448,华南,2024-02-18
103449,华东,2024-09-20
103450,华南,2024-07-17
103451,华东,2025-04-30
103452,华南,2025-01-15
103453,华北,2024-07-21
103454,东北,2024-12-21
103455,华北,2024-09-01
103456,华东,2024-01-27
103457,西南,2025-04-18
103458,西南,2025-06-04
103459,华东,2024-02-23
103460,西南,2024-01-16
103461,华北,2024-03-11
103462,华南,2025-03-04
103463,华东,2024-10-09
103464,西北,2024-05-23
103465,华东,2024-03-07
103466,西北,2024-02-07
103467,华南,2024-01-04
103468,东北,2025-01-17
103469,华东,2025-05-17
103470,华东,2024-10-09
103471,华东,2024-08-23
103472,东北,2025-02-23
103473,华北,2024-06-28
103474,西南,2025-02-20
103475,西南,2024-10-05
103476,华南,2025-05-22
103477,华南,2025-02-25
103478,华东,2024-09-14
103479,华南,2024-07-23
103480,华东,2024-11-27
103481,华南,2024-10-18
103482,华东,2024-12-11
103483,西南,2024-04-27
103484,华南,2024-12-13
103485,华南,2025-05-14
103486,华南,2024-11-10
103487,华北,2024-04-26
103488,东北,2024-04-01
103489,华北,2025-04-12
103490,华北,2025-01-09
103491,西北,2025-05-10
103492,西南,2024-10-21
103493,华北,2024-03-26
103494,华东,2025-03-21
103495,华东,2024-07-14
103496,华东,2024-09-09
103497,华北,2024-08-04
103498,华东,2024-06-18
103499,华南,2024-05-03
103500,西北,2024-10-22
103501,西北,2025-03-13
103502,华北,2024-06-03
103503,华南,2025-06-25
103504,华北,2024-05-02
103505,华南,2024-12-20
103506,西南,2025-06-13
103507,华东,2024-08-18
103508,西南,2025-06-05
103509,华南,2024-09-13
103510,华南,2025-06-19
103511,东北,2024-06-17
103512,华东,2024-02-15
103513,西北,2024-03-13
103514,华北,2024-07-16
103515,华南,2024-11-07
103516,华南,2024-12-12
103517,华南,2024-03-28
103518,华北,2025-02-05
103519,华南,2024-09-27
103520,华南,2024-07-09
103521,华北,2024-11-13
103522,西南,2024-03-04
103523,华北,2024-08-21
103524,华南,2024-07-22
103525,华东,2025-05-28
103526,华北,2025-06-19
103527,华北,2024-12-26
103528,华东,2025-03-07
103529,华北,2024-09-01
103530,华南,2025-01-07
103531,华东,2024-02-06
103532,东北,2024-06-22
103533,华东,2024-02-12
103534,华东,2024-07-17
103535,华南,2024-05-13
103536,华东,2025-02-04
103537,西南,2024-08-25
103538,华南,2024-12-04
103539,西北,2024-04-10
103540,华北,2024-12-07
103541,华东,2024-07-21
103542,华东,2024-01-15
103543,东北,2024-11-08
103544,华北,2024-05-21
103545,西南,2024-03-08
103546,西南,2024-03-30
103547,华北,2025-06-01
103548,华东,2024-02-17
103549,西北,2024-07-17
103550,华南,2024-09-07
103551,华北,2024-06-13
103552,华东,2024-10-08
103553,华北,2024-02-09
103554,东北,2024-08-01
103555,华北,2025-06-06
103556,华东,2024-07-29
103557,华南,2024-04-16
103558,东北,2024-01-28
103559,华东,2025-01-15
103560,西南,2024-07-23
103561,华东,2025-03-06
103562,东北,2024-02-25
103563,西北,2024-03-21
103564,华东,2024-08-12
103565,华南,2025-03-23
103566,华北,2025-05-12
103567,华南,2024-10-20
103568,华南,2024-12-12
103569,西南,2024-11-14
103570,东北,2024-05-15
103571,华北,2024-02-10
103572,东北,2025-01-14
103573,华南,2024-08-29
103574,华北,2025-02-18
103575,西南,2024-10-25
103576,西北,2024-12-02
103577,东北,2024-08-20
103578,东北,2024-02-14
103579,华东,2025-04-14
103580,华北,2024-05-29
103581,华北,2025-04-29
103582,华南,2024-08-17
103583,西北,2025-02-08
103584,华北,2024-10-16
103585,华东,2024-03-04
103586,华东,2024-03-10
103587,西南,2024-12-04
103588,华北,2025-02-01
103589,华北,2025-04-13
103590,西北,2024-09-21
103591,华南,2024-02-12
103592,华南,2024-11-26
103593,西北,2024-05-19
103594,东北,2024-10-14
103595,西北,2024-06-20
103596,华南,2024-01-18
103597,西南,2024-01-31
103598,华北,2024-05-29
103599,西南,2025-04-19
103600,华南,2025-04-16
103601,西南,2024-08-20
103602,华北,2024-08-21
103603,西南,2024-11-10
103604,西南,2025-01-04
103605,华东,2024-03-26
103606,华东,2024-04-28
103607,华东,2025-03-03
103608,华南,2025-01-26
103609,西北,2024-06-15
103610,华北,2024-03-11
103611,华南,2025-02-24
103612,华东,2024-04-13
103613,西北,2024-04-11
103614,西南,2024-05-15
103615,华北,2025-02-01
103616,华南,2024-09-10
103617,华北,2025-01-14
103618,华南,2024-09-11
103619,华南,2024-11-28
103620,华南,2025-03-30
103621,华东,2025-04-03
103622,东北,2024-05-08
103623,华南,2025-04-11
103624,华东,2024-10-30
103625,西南,2024-01-01
103626,华东,2024-10-14
103627,华南,2024-09-02
103628,西南,2025-02-27
103629,西南,2025-02-20
103630,华南,2025-05-31
103631,西南,2025-03-05
103632,东北,2025-04-12
103633,华东,2024-10-08
103634,华南,2025-01-26
103635,西北,2024-10-16
103636,华东,2024-08-13
103637,华东,2024-07-10
103638,西北,2024-04-26
103639,华南,2024-05-08
103640,华南,2025-02-26
103641,华东,2024-08-10
103642,东北,2024-01-06
103643,华北,2024-04-28
103644,西南,2024-06-15
103645,东北,2024-09-13
103646,华东,2025-03-07
103647,华东,2025-02-02
103648,华南,2025-03-07
103649,华东,2024-11-25
103650,华南,2024-06-16
103651,华东,2025-02-02
103652,华北,2025-02-07
103653,西北,2024-09-04
103654,东北,2024-02-11
103655,华东,2025-06-22
103656,华东,2024-01-03
103657,华东,2024-04-29
103658,华东,2025-02-10
103659,华东,2024-05-15
103660,华东,2024-02-12
103661,华北,2024-08-22
103662,华南,2024-03-07
103663,西北,2024-01-06
103664,华北,2024-06-28
103665,华北,2024-07-17
103666,西南,2024-10-19
103667,东北,2025-03-21
103668,华南,2025-01-01
103669,华南,2024-07-29
103670,西北,2024-06-13
103671,华东,2024-10-25
103672,华东,2025-02-22
103673,华东,2024-05-27
103674,华东,2025-01-21
103675,西南,2024-02-01
103676,西南,2025-06-03
103677,西南,2025-02-16
103678,东北,2025-06-02
103679,华东,2024-10-25
103680,华北,2024-06-26
103681,华东,2024-12-06
103682,西南,2025-01-14
103683,东北,2024-07-24
103684,华东,2024-03-03
103685,西南,2024-06-25
103686,东北,2024-04-13
103687,华南,2024-05-23
103688,华北,2024-03-05
103689,华东,2025-04-13
103690,华北,2024-09-13
103691,西南,2025-03-15
103692,华北,2025-02-24
103693,华北,2024-12-16
103694,西南,2024-12-18
103695,华东,2025-05-01
103696,华南,2025-02-05
103697,西北,2024-04-04
103698,华北,2024-10-05
103699,西北,2024-10-21
103700,华北,2024-09-13
103701,华东,2024-09-02
103702,西南,2024-03-30
103703,华北,2025-05-26
103704,西南,2024-01-28
103705,西北,2024-09-14
103706,西北,2024-08-24
103707,华北,2024-08-17
103708,华东,2024-05-26
103709,东北,2024-10-31
103710,华东,2025-06-27
103711,华北,2024-06-07
103712,华东,2024-10-01
103713,西南,2024-02-22
103714,华东,2025-03-02
103715,西南,2025-05-07
103716,华东,2024-04-09
103717,华北,2024-04-07
103718,华北,2025-01-20
103719,华北,2024-11-01
103720,华南,2024-05-10
103721,西南,2024-07-20
103722,华南,2025-05-12
103723,华北,2025-06-15
103724,华东,2025-05-30
103725,西南,2025-06-11
103726,华东,2024-09-03
103727,西北,2024-05-21
103728,华北,2025-04-16
103729,东北,2024-06-11
103730,华东,2024-02-12
103731,华南,2024-06-11
103732,华北,2024-07-09
103733,华南,2024-04-11
103734,华东,2024-11-11
103735,华东,2024-04-28
103736,东北,2025-03-21
103737,华北,2025-05-25
103738,西北,2024-12-26
103739,华东,2024-01-25
103740,东北,2025-05-25
103741,东北,2025-03-19
103742,华东,2024-01-09
103743,华南,2025-06-21
103744,西南,2024-01-05
103745,东北,2024-01-29
103746,华北,2024-12-24
103747,西北,2024-01-19
103748,西北,2025-01-04
103749,华南,2024-07-30
103750,华南,2025-03-15
103751,华北,2024-07-10
103752,华北,2025-02-08
103753,东北,2025-01-22
103754,华北,2024-12-01
103755,西南,2025-01-18
103756,华东,2024-02-16
103757,华南,2024-03-15
103758,华北,2024-10-12
103759,华东,2024-06-23
103760,华南,2024-08-15
103761,华东,2024-08-31
103762,华东,2024-06-01
103763,华南,2025-03-06
103764,华北,2024-06-07
103765,华南,2024-01-09
103766,华北,2024-03-26
103767,华东,2024-09-08
103768,华南,2024-09-12
103769,华东,2024-04-08
103770,华东,2024-03-31
103771,华北,2024-09-14
103772,华南,2025-05-27
103773,华东,2025-02-27
103774,华东,2025-06-27
103775,华东,2024-01-24
103776,华南,2024-11-05
103777,华南,2024-05-25
103778,西南,2024-09-13
103779,华北,2025-06-21
103780,东北,2025-04-15
103781,华东,2024-06-02
103782,华南,2025-05-12
103783,华东,2025-01-21
103784,华南,2024-10-30
103785,华东,2024-06-24
103786,西北,2025-05-03
103787,华南,2025-02-07
103788,华南,2025-06-17
103789,东北,2024-03-29
103790,西北,2024-05-14
103791,华南,2024-09-24
103792,西北,2024-12-05
103793,华东,2024-02-02
103794,西南,2024-06-22
103795,华东,2024-02-27
103796,华南,2024-07-18
103797,西北,2025-05-06
103798,华北,2025-06-21
103799,华南,2025-02-06
103800,华南,2024-03-31
103801,西北,2025-03-10
103802,华北,2025-06-27
103803,华北,2024-07-14
103804,华东,2024-03-01
103805,华北,2024-12-05
103806,华南,2024-02-24
103807,华南,2024-01-30
103808,华南,2024-11-15
103809,华东,2024-07-20
103810,华南,2024-06-20
103811,华东,2024-06-26
103812,东北,2024-08-20
103813,华南,2024-05-13
103814,华东,2025-05-17
103815,华北,2024-11-18
103816,东北,2024-02-07
103817,华东,2024-09-06
103818,华北,2024-01-24
103819,西北,2025-03-16
103820,华东,2024-04-27
103821,华北,2024-05-04
103822,华东,2024-05-10
103823,华南,2024-02-21
103824,西南,2024-11-04
103825,东北,2024-07-02
103826,华南,2025-01-24
103827,西南,2024-07-23
103828,华南,2025-04-13
103829,华北,2024-06-03
103830,华南,2024-06-24
103831,华东,2024-05-21
103832,华东,2024-08-28
103833,西北,2024-08-26
103834,华南,2025-06-17
103835,西北,2025-02-08
103836,西南,2024-10-11
103837,华东,2024-11-03
103838,西南,2024-01-08
103839,华东,2024-05-10
103840,华东,2024-03-13
103841,华北,2024-12-27
103842,华北,2024-08-24
103843,华北,2024-09-08
103844,东北,2024-05-02
103845,华东,2024-10-19
103846,西北,2025-06-29
103847,华东,2025-03-27
103848,华南,2024-03-24
103849,西南,2024-07-22
103850,东北,2024-01-20
103851,华南,2024-07-21
103852,华东,2024-10-04
103853,华东,2025-04-18
103854,西南,2024-11-24
103855,东北,2025-04-08
103856,西南,2024-10-02
103857,华南,2025-03-25
103858,东北,2024-11-27
103859,西南,2025-05-25
103860,西北,2025-05-18
103861,西南,2024-03-23
103862,华东,2024-12-07
103863,西南,2025-01-17
103864,华北,2024-04-20
103865,华东,2024-11-15
103866,华东,2024-01-21
103867,西南,2024-10-10
103868,西南,2024-09-01
103869,华南,2024-08-01
103870,华北,2025-01-08
103871,西南,2025-03-02
103872,华南,2024-01-17
103873,华东,2024-11-05
103874,东北,2024-02-11
103875,西南,2024-08-04
103876,华东,2024-11-22
103877,西南,2025-01-08
103878,华南,2024-05-10
103879,华东,2025-06-01
103880,华东,2024-11-04
103881,华东,2024-08-13
103882,华北,2024-08-26
103883,西南,2024-09-22
103884,东北,2025-01-03
103885,西南,2025-01-28
103886,西南,2024-02-13
103887,西北,2024-04-06
103888,西北,2024-03-05
103889,西南,2024-04-15
103890,华东,2024-06-02
103891,西北,2025-01-14
103892,东北,2025-01-19
103893,华南,2025-06-27
103894,西南,2024-03-29
103895,西北,2025-01-10
103896,华北,2025-06-18
103897,华南,2024-05-09
103898,西南,2024-03-14
103899,东北,2024-10-15
103900,西北,2024-11-25
103901,西北,2024-02-23
103902,华南,2025-06-15
103903,华东,2025-02-17
103904,华东,2024-07-02
103905,华北,2025-04-06
103906,东北,2024-03-30
103907,华东,2024-06-18
103908,华东,2025-04-15
103909,华北,2024-10-06
103910,华东,2024-09-19
103911,华东,2024-01-16
103912,华东,2024-12-09
103913,华东,2024-07-17
103914,西南,2025-05-20
103915,华北,2024-10-10
103916,东北,2024-08-26
103917,华南,2024-10-27
103918,华东,2024-09-15
103919,华南,2024-10-31
103920,华东,2024-03-22
103921,西北,2024-10-19
103922,东北,2024-06-06
103923,华南,2024-01-07
103924,华北,2025-06-18
103925,华北,2025-05-11
103926,西南,2024-08-30
103927,华北,2025-05-17
103928,华北,2024-06-18
103929,西北,2025-05-30
103930,华东,2025-02-15
103931,华北,2024-12-12
103932,东北,2025-05-09
103933,华东,2025-06-05
103934,华东,2024-09-22
103935,华东,2024-11-09
103936,华南,2024-07-22
103937,华南,2025-03-29
103938,西北,2024-05-24
103939,华南,2025-02-02
103940,西北,2024-01-09
103941,西北,2025-02-06
103942,西南,2024-11-15
103943,西南,2024-08-07
103944,华南,2024-03-27
103945,华南,2025-05-11
103946,华北,2025-03-10
103947,西北,2025-03-17
103948,西北,2025-02-01
103949,华北,2024-05-15
103950,东北,2024-03-03
103951,华北,2024-07-14
103952,华东,2025-05-18
103953,华北,2024-02-20
103954,华东,2024-09-21
103955,华南,2024-12-20
103956,西南,2024-04-07
103957,西南,2025-05-17
103958,华北,2024-12-27
103959,华东,2024-03-12
103960,东北,2024-05-22
103961,华北,2024-08-26
103962,东北,2025-05-14
103963,东北,2024-08-23
103964,华南,2025-06-21
103965,东北,2024-03-05
103966,华南,2025-05-08
103967,东北,2025-01-03
103968,东北,2025-05-01
103969,华东,2024-06-30
103970,华南,2025-03-04
103971,华南,2024-01-20
103972,华北,2024-12-27
103973,华北,2024-07-03
103974,东北,2024-02-26
103975,西南,2024-10-10
103976,华南,2025-01-02
103977,华南,2024-11-22
103978,西南,2025-04-29
103979,西北,2024-05-20
103980,华北,2025-06-15
103981,华南,2024-11-22
103982,华北,2025-06-04
103983,西南,2025-03-01
103984,华东,2024-12-11
103985,西南,2024-09-06
103986,华南,2024-07-24
103987,华东,2024-06-05
103988,华东,2025-01-14
103989,西北,2024-10-10
103990,东北,2025-05-20
103991,东北,2024-07-06
103992,西南,2025-03-14
103993,东北,2024-09-28
103994,东北,2024-05-02
103995,东北,2025-05-27
103996,华东,2025-03-20
103997,东北,2024-09-16
103998,华南,2024-10-05
103999,华北,2025-06-16
104000,华东,2024-05-28
104001,东北,2024-01-15
104002,华北,2025-02-09
104003,华北,2024-08-28
104004,华北,2025-06-04
104005,华东,2024-12-17
104006,西北,2024-03-05
104007,华东,2025-01-11
104008,西南,2025-04-15
104009,华南,2024-09-22
104010,华南,2025-06-23
104011,华北,2024-08-05
104012,华南,2024-06-13
104013,华东,2025-01-27
104014,华南,2024-02-02
104015,华北,2025-03-04
104016,华南,2024-06-12
104017,华南,2024-10-21
104018,华北,2024-06-09
104019,东北,2025-01-20
104020,华南,2025-04-25
104021,西南,2024-07-18
104022,华北,2025-03-20
104023,西南,2024-11-03
104024,华北,2025-05-31
104025,华北,2024-10-23
104026,华东,2024-08-24
104027,华南,2024-10-05
104028,华南,2024-12-06
104029,东北,2025-06-14
104030,华北,2024-07-31
104031,华南,2024-05-23
104032,华南,2024-07-18
104033,华南,2024-11-27
104034,华南,2025-03-09
104035,西北,2025-04-12
104036,华南,2024-05-10
104037,华东,2024-11-06
104038,华南,2025-06-27
104039,东北,2025-05-04
104040,华北,2024-03-19
104041,东北,2024-08-22
104042,华东,2025-03-14
104043,西南,2025-02-01
104044,东北,2024-04-21
104045,华东,2024-07-28
104046,华南,2025-05-11
104047,华南,2025-03-03
104048,华东,2024-04-28
104049,华南,2024-10-14
104050,华南,2024-11-12
104051,华北,2025-02-20
104052,西南,2024-12-02
104053,华南,2024-09-02
104054,华南,2025-05-26
104055,华南,2024-08-09
104056,华南,2024-06-25
104057,东北,2024-07-06
104058,东北,2024-03-23
104059,华南,2024-04-08
104060,华北,2024-06-22
104061,西北,2024-01-02
104062,西北,2025-04-28
